Labels,Title,State,Date,URL,Author
"IBM FW, IBM-HST-RAS, SuperMicro FW","RAS : 9.4 & 9.6 , the last event log is missing in eSEL whereas it is showing in sel list.",open,2016-09-15,https://github.com/open-power/supermicro-openpower/issues/248,kyewonh
"IBM I/O Adapters, IBM-HST-GP",Stratton:Seagate3.84TB/1.92TB SSD:Took Too Long to Rebuild RAID10 While HTX Running,open,2016-09-13,https://github.com/open-power/supermicro-openpower/issues/247,ahthai
IBM-HST-GP,"qlogic 16Gb Fiber Channel -- remote port time out,  I/O error, path failure are logged while HTX is running",closed,2016-09-09,https://github.com/open-power/supermicro-openpower/issues/246,dacng
"IBM I/O Adapters, IBM-ISST, Ubuntu", ics_opal_set_affinity on the dmesg log on HOST using X710 ,open,2016-09-07,https://github.com/open-power/supermicro-openpower/issues/245,haochanh
IBM-HST-GP,"blk_update_request: I/O error, dev sdb, sector 3374796243"" is displayed on virtual disk in one of four kvm guests during regression test before GA1",closed,2016-09-06,https://github.com/open-power/supermicro-openpower/issues/244,dacng
"Briggs&Stratton SP1 mustfix, SuperMicro FW, verify",RAS chapter 12.  attribute overrides to clear eRepairs is not working ,closed,2016-09-01,https://github.com/open-power/supermicro-openpower/issues/243,kyewonh
,RAS : chapter 15.6 Not reports correct result after error injection,closed,2016-08-31,https://github.com/open-power/supermicro-openpower/issues/242,kyewonh
"enhancement, Tencent must-fix",Provide slot information for NVMe devices in front-panel enclosures,open,2016-08-31,https://github.com/open-power/supermicro-openpower/issues/241,jk-ozlabs
"Briggs, IBM-ISST, Ubuntu",Briggs: UbuntuKVM: slowness during install 16.04.1 using new f/w of Qlogic 8.03.07,closed,2016-08-30,https://github.com/open-power/supermicro-openpower/issues/240,haochanh
,rhel7.2le: using ethtool pause parameters RX and TX cannot set for NIC card i2T (ixgbe),closed,2016-08-26,https://github.com/open-power/supermicro-openpower/issues/239,manvanthar
,rhel7.2le:  tring to access EEPROM data via ethtool throws error for i2T,closed,2016-08-26,https://github.com/open-power/supermicro-openpower/issues/238,manvanthar
,"RAS:9.3 Maintenance RCE , No RCE , TPS false alarm report,  from eSEL log after error injection",closed,2016-08-25,https://github.com/open-power/supermicro-openpower/issues/237,kyewonh
Ubuntu,Ubuntu 16.04 LSI 3008 deleting virtual disk does not remove block device node,closed,2016-08-23,https://github.com/open-power/supermicro-openpower/issues/236,dougmill-ibm
"IBM-HST-GP, Ubuntu",Ubuntu 14.04.5 -- deleting H/W raid1 did not remove logical device from the OS,open,2016-08-23,https://github.com/open-power/supermicro-openpower/issues/235,dacng
"Briggs&Stratton GA1 defer, Briggs&Stratton SP1 mustfix, enhancement, SuperMicro FW, Tencent must-fix, verify",Issue to track/deliver all related commits for the new Tencent DMI requirements to SMC for Service Pack 1,closed,2016-08-23,https://github.com/open-power/supermicro-openpower/issues/234,mzipse
"IBM-HST-RAS, KVM, Ubuntu","RAS: No slot call out in OS log for endpoint recoverable error injected from Host on PCIe passthrough adapter, Guest paused after the inject",closed,2016-08-22,https://github.com/open-power/supermicro-openpower/issues/233,absaikia
,RAS: Isolation bug in Restore DRAM Repairs,closed,2016-08-22,https://github.com/open-power/supermicro-openpower/issues/232,zane131
"IBM-ISST, KVM, Ubuntu",Cannot change the Link_Type on the Mellanox MT27700 ,closed,2016-08-20,https://github.com/open-power/supermicro-openpower/issues/231,haochanh
"Briggs&Stratton GA1 defer, Briggs&Stratton SP1 mustfix, enhancement, SuperMicro FW, verify",Issue to track/deliver all TPM related commits to SMC for Service Pack 1,closed,2016-08-19,https://github.com/open-power/supermicro-openpower/issues/230,mzipse
"Briggs&Stratton GA1 defer, Briggs&Stratton SP1 mustfix, SuperMicro FW, verify","RAS : 7.2 x4 ECC Steer and Chip Mark, Cannot call out 2 DIMMs after 2'nd Injection on a different DIMM",closed,2016-08-19,https://github.com/open-power/supermicro-openpower/issues/229,kyewonh
"Briggs&Stratton GA1 defer, IBM-HST-GP, KVM, Ubuntu", Ubuntu 14.04.5 KVM guest hung after half an hour of running htx mdt.bu with virtual disks,closed,2016-08-19,https://github.com/open-power/supermicro-openpower/issues/228,dacng
"Briggs&Stratton SP1 mustfix, IBM-HST-GP, SuperMicro FW","Security :Straton :No Account Lockout policy set to BMC  interface , vulnerable to brute force Attack",closed,2016-08-19,https://github.com/open-power/supermicro-openpower/issues/227,abkumarl
"IBM-HST-GP, KVM, Ubuntu",Briggs/Stratton:HotPlug PCI Adapter Card Failed on 3 Mellanox .Adapters,closed,2016-08-18,https://github.com/open-power/supermicro-openpower/issues/226,ahthai
"Briggs, IBM-ISST, KVM, Mustfix ASAP, Ubuntu",Briggs: UbuntuKVM: Host crashes at _find_next_bit.part.0+0xc/0x90,closed,2016-08-18,https://github.com/open-power/supermicro-openpower/issues/225,haochanh
"Briggs&Stratton GA1 defer, Briggs&Stratton SP1 mustfix, SuperMicro FW, verify",Petitboot adds unwanted kernel command-line options,open,2016-08-18,https://github.com/open-power/supermicro-openpower/issues/224,jk-ozlabs
"Briggs&Stratton GA1 mustfix, IBM-HST-RAS, SuperMicro HW",RAS:VPD not programmed on UIO riser card (AOC-UR-i4XTF Rev 1 .01) received from manufacturing,closed,2016-08-17,https://github.com/open-power/supermicro-openpower/issues/223,absaikia
,Stratton:Mellanox:Question on SysLog,closed,2016-08-17,https://github.com/open-power/supermicro-openpower/issues/222,ahthai
"Briggs&Stratton GA1 defer, IBM HW, question, SuperMicro HW",Tencent IDC serveral systems have CPU2 showed L2 and L3 cache unrecoverable error,open,2016-08-17,https://github.com/open-power/supermicro-openpower/issues/221,GengTian
"Briggs&Stratton GA1 mustfix, CentOS",NO Embedded Driver Support XL710,closed,2016-08-15,https://github.com/open-power/supermicro-openpower/issues/220,bwmashak
"Briggs, IBM-ISST, KVM, Mustfix ASAP, Ubuntu",Briggs: Ubuntu 14.04.5 guest crashes at get_page_from_freelist ,closed,2016-08-14,https://github.com/open-power/supermicro-openpower/issues/219,haochanh
"Briggs&Stratton GA1 defer, IBM-HST-GP",OEM Command Set LED State displays no value,closed,2016-08-12,https://github.com/open-power/supermicro-openpower/issues/218,wildingj
"Briggs&Stratton GA1 defer, IBM-HST-GP",OEM Command BMC Boot Complete Status displays no value,closed,2016-08-12,https://github.com/open-power/supermicro-openpower/issues/217,wildingj
"Briggs&Stratton GA1 defer, Briggs&Stratton SP1 mustfix, Linux OS",RAS : 10.1 Srub test for 4GB . lt looks like OPAL-PRD is not working in Ubuntu LPAR.,closed,2016-08-12,https://github.com/open-power/supermicro-openpower/issues/216,kyewonh
"IBM-HST-GP, SuperMicro FW",OWASP ZAP identifies 3 security issues with BMC web interface,closed,2016-08-12,https://github.com/open-power/supermicro-openpower/issues/215,wildingj
,System hangs when creating second firmware RAID volume on AOC-S3008L-L8i Controller,closed,2016-08-12,https://github.com/open-power/supermicro-openpower/issues/214,rogerc-smc
"Briggs&Stratton GA1 defer, IBM-HST-GP, KVM, Ubuntu",Ubuntu 16.04.1 KVM guest -- build_net auto of  PCIe Pass Through CX4 EN Mellanox 100Gb ConnectX-4 adapter failed in KVM guest,closed,2016-08-11,https://github.com/open-power/supermicro-openpower/issues/213,dacng
Briggs&Stratton GA1 defer,"RAS : 11.1 log shows temp ""Critical High"" SEL call out with 728PNOR but 711PNOR not",closed,2016-08-11,https://github.com/open-power/supermicro-openpower/issues/212,kyewonh
"IBM I/O Adapters, IBM-ISST, KVM, Mustfix ASAP, Ubuntu",Root disk becomes read-only filesystem after a day of stress test,closed,2016-08-11,https://github.com/open-power/supermicro-openpower/issues/211,haochanh
"IBM-HST-GP, KVM, Ubuntu",Ubuntu 14.04.5 KVM guest -- HTX reported miscompare on virtual disk,closed,2016-08-11,https://github.com/open-power/supermicro-openpower/issues/210,dacng
"Briggs&Stratton GA1 defer, IBM-HST-GP, KVM, Ubuntu",ubuntu 16.04.1 's KVM guest hung after 12 hours  of soft bootme ,closed,2016-08-09,https://github.com/open-power/supermicro-openpower/issues/209,dacng
"Briggs&Stratton GA1 defer, IBM-ISST, KVM, Ubuntu",Stratton: Unknown interface during fresh install Ubuntu16.04.1,open,2016-08-08,https://github.com/open-power/supermicro-openpower/issues/208,haochanh
"Briggs, Briggs&Stratton GA1 defer, IBM-ISST, KVM, Ubuntu","Briggs: System hang, break into xmon showing the pointer to userspace",closed,2016-08-08,https://github.com/open-power/supermicro-openpower/issues/207,haochanh
"Briggs&Stratton GA1 mustfix, IBM-ISST, KVM, Ubuntu",The guest hang during our Stress test run ,closed,2016-08-08,https://github.com/open-power/supermicro-openpower/issues/206,haochanh
"SuperMicro FW, Tencent must-fix",Tencent found packet drop on BMC NCSI IP when OS reboot ,open,2016-08-08,https://github.com/open-power/supermicro-openpower/issues/205,MengzeLiao
"Briggs&Stratton GA1 defer, SuperMicro FW",Correctly use DJVPD_WRITE_TO_HW instead of workaround fix in issue 114,closed,2016-08-05,https://github.com/open-power/supermicro-openpower/issues/204,wghoffa
"Briggs&Stratton GA1 defer, IBM-HST-GP, KVM","""ata12: hard resetting link"" of SATA DOM in KVM host caused virtual disk in Ubuntu14.04.5 KVM's guest to fail",closed,2016-08-05,https://github.com/open-power/supermicro-openpower/issues/203,dacng
"Briggs&Stratton GA1 mustfix, RHEL",rhel7.2le: Need i40e enabled initrd and vmlinuz to perform netboot installation,closed,2016-08-04,https://github.com/open-power/supermicro-openpower/issues/202,manvanthar
"Briggs&Stratton GA1 defer, IBM-ISST, Ubuntu","""fdisk -l"" shows wrong partitions name for the multipath disk",closed,2016-08-04,https://github.com/open-power/supermicro-openpower/issues/201,haochanh
"Briggs&Stratton GA1 mustfix, IBM-HST-RAS, SuperMicro FW, verify","RAS: PCIe Slot locations are completely broken on 07/29 PNOR, No physical location callout in OS logs for PCIe faults",closed,2016-08-04,https://github.com/open-power/supermicro-openpower/issues/200,absaikia
"Briggs&Stratton GA1 defer, IBM-HST-GP, Ubuntu",rebuilding raid1 created new logical device which caused htx's exerciser to fail,closed,2016-08-02,https://github.com/open-power/supermicro-openpower/issues/199,dacng
"Briggs, Briggs&Stratton GA1 defer, RHEL, SuperMicro I/O Adapters",rhel7.2le using ethtool cannot set rx-frames and tx-frames for AOC-STGN-i2S(ixgbe driver) ,closed,2016-08-01,https://github.com/open-power/supermicro-openpower/issues/198,manvanthar
"Briggs&Stratton GA1 defer, IBM-ISST, KVM, Ubuntu","UbuntuKVM: Stratton & Briggs: system drops to ""initramfs"" after migration",closed,2016-07-31,https://github.com/open-power/supermicro-openpower/issues/197,haochanh
"IBM-HST-GP, verify",Supermicro 1U 1S -- cannot turn on the identify led on hard drives with LSI S3008-L8i and 9361-8i,closed,2016-07-29,https://github.com/open-power/supermicro-openpower/issues/196,dacng
"Briggs&Stratton GA1 defer, IBM-HST-GP, SuperMicro FW, verify",Briggs/Stratton:Needed Applicable OEM IPMI Commands List for Testing,closed,2016-07-29,https://github.com/open-power/supermicro-openpower/issues/195,ahthai
"IBM-HST-GP, verify",Stratton:LSI9361-8i Failed to Rebuild on a Degraded RAID Array,closed,2016-07-29,https://github.com/open-power/supermicro-openpower/issues/194,ahthai
"SuperMicro I/O Adapters, verify","[rhel7.2le] Hotspare failed to start rebuild on a degraded raid array, configured both Dedicated and global(Briggs: LSI9361-8i))",closed,2016-07-29,https://github.com/open-power/supermicro-openpower/issues/193,vrbagalkote
"Briggs&Stratton GA1 defer, Linux OS, RHEL",xmon not usable under RHEL 7.2,closed,2016-07-28,https://github.com/open-power/supermicro-openpower/issues/192,dougmill-ibm
"Briggs&Stratton GA1 defer, Linux OS, RHEL, SuperMicro I/O Adapters","[rhel7.2le] Kernel Panic SIGSEGV, while executing EEH on LSI 9361-8i Adapter (SuperMicro)(Briggs)",closed,2016-07-28,https://github.com/open-power/supermicro-openpower/issues/191,vrbagalkote
"Briggs&Stratton GA1 defer, IBM-ISST, KVM, Ubuntu",UbuntuKVM: Stratton & Briggs: migration using NFS mount fails,closed,2016-07-28,https://github.com/open-power/supermicro-openpower/issues/190,haochanh
"RHEL, SuperMicro I/O Adapters","rhel7.2le:  Setting off generic segmentation offload , followed by i40e driver removal causes system crash (using X710 NIC)",open,2016-07-28,https://github.com/open-power/supermicro-openpower/issues/189,manvanthar
"Linux OS, RHEL, verify",Briggs: cpuinfo doesn't list the model name of Supermicro systems,closed,2016-07-28,https://github.com/open-power/supermicro-openpower/issues/188,manvanthar
"RHEL, SuperMicro I/O Adapters",rhel7.2le:  setting ixgbe driver paramater max_vfs=10 causes kernel crash,closed,2016-07-28,https://github.com/open-power/supermicro-openpower/issues/187,manvanthar
"Briggs&Stratton GA2 mustfix, IBM-HST-GP, Linux OS, RHEL, verify",Stratton/Briggs:RHEL7.2:Defected K80:Miscompare on Hard Disks on mdt.bu Run,closed,2016-07-27,https://github.com/open-power/supermicro-openpower/issues/186,ahthai
"IBM-ISST, SuperMicro I/O Adapters","Errors were encountered while install ""apt-get install cuda""",closed,2016-07-26,https://github.com/open-power/supermicro-openpower/issues/185,haochanh
"Briggs&Stratton GA1 defer, IBM-ISST, KVM, Linux OS, Ubuntu",WARNING: at /build/linux-lts-xenial-FroS4S/linux-lts-xenial-4.4.0/fs/nfsd/nfsproc.c:804 on the Ubuntu clients,closed,2016-07-26,https://github.com/open-power/supermicro-openpower/issues/184,haochanh
"IBM-ISST, Mustfix ASAP, SuperMicro I/O Adapters, Ubuntu",Ubuntu: Briggs: EEH occurs on qlogic during IO stress when sosreport is run,closed,2016-07-26,https://github.com/open-power/supermicro-openpower/issues/183,haochanh
"HOT, Mustfix ASAP, SuperMicro HW, Tencent must-fix",NCSI interface stops working during pUpdate,open,2016-07-26,https://github.com/open-power/supermicro-openpower/issues/182,a-barrera
"IBM-ISST, KVM, Linux OS, Mustfix ASAP, SuperMicro I/O Adapters, Ubuntu",Briggs: xfs_imap_to_bp: xfs_trans_read_buf() returned error -5,closed,2016-07-25,https://github.com/open-power/supermicro-openpower/issues/181,haochanh
"Briggs&Stratton GA1 defer, IBM-ISST, KVM, Linux OS, Ubuntu",Stratton: failed command: WRITE FPDMA QUEUED,open,2016-07-25,https://github.com/open-power/supermicro-openpower/issues/180,haochanh
"IBM-ISST, KVM, Linux OS, Mustfix ASAP, Ubuntu",Stratton: Failed to hotplug virtual devices to guest running Ubuntu 16.04.1  on UbuntuKVM16.04.1,closed,2016-07-25,https://github.com/open-power/supermicro-openpower/issues/179,haochanh
"SuperMicro I/O Adapters, verify",rhel7.2le ethtool doesn't report all the supported Supported link modes and Advertised link modes for AOC-STGN-i2S,closed,2016-07-25,https://github.com/open-power/supermicro-openpower/issues/178,manvanthar
"Briggs&Stratton GA1 mustfix, RHEL, SuperMicro I/O Adapters","rhel7.2le: Need ppc64le tool to update NIC firmware for AOC-2UR66-i4XTF, AOC-STGN-i2S and AOC-STGS-i2T",closed,2016-07-25,https://github.com/open-power/supermicro-openpower/issues/177,manvanthar
"Briggs, IBM-ISST, KVM, Linux OS, Mustfix ASAP, Ubuntu",Briggs: Unexpected error in spapr_alloc_htab(),closed,2016-07-23,https://github.com/open-power/supermicro-openpower/issues/176,haochanh
"Briggs&Stratton GA1 mustfix, IBM I/O Adapters, IBM-HST-GP, Linux OS, Ubuntu",Ubuntu 16.04 -- deleting raid1 caused kernel page fault SIGSEGV,closed,2016-07-22,https://github.com/open-power/supermicro-openpower/issues/175,dacng
"Briggs&Stratton GA1 defer, IBM-HST-GP, Linux OS, RHEL",Stratton:sms3:RHEL7.2:InTel AOC-SG-i2:EEHInjection:System Rebooted,closed,2016-07-22,https://github.com/open-power/supermicro-openpower/issues/174,ahthai
"Briggs&Stratton GA1 mustfix, IBM-HST-GP, Ubuntu, verify",Ubuntu 14.04.5 (Linux 4.4.0-31) -- no login prompt is showed on SOL after booting the OS from a successful installation,closed,2016-07-22,https://github.com/open-power/supermicro-openpower/issues/173,dacng
"IBM-HST-GP, SuperMicro I/O Adapters, Ubuntu",Ubuntu 14.04.4 -- EEH injection of MegaRaid SAS controller 9361-8i double SIGSEGV,closed,2016-07-21,https://github.com/open-power/supermicro-openpower/issues/172,dacng
"Briggs&Stratton GA1 mustfix, IBM-HST-GP, RHEL, SuperMicro FW, verify",network install of Redhat 7.2Le failed with PNOR 7/11,closed,2016-07-20,https://github.com/open-power/supermicro-openpower/issues/171,dacng
IBM-ISST,"Fail to use ""AOC-MCX456A-ECAT-IB001"" as PCI passthrough ",closed,2016-07-20,https://github.com/open-power/supermicro-openpower/issues/170,haochanh
"IBM-ISST, KVM, Linux OS, Mustfix ASAP, Ubuntu",Briggs: Ubuntu guest crashes while running IO stress via virtual qlogic card to v7000,closed,2016-07-20,https://github.com/open-power/supermicro-openpower/issues/169,haochanh
"Briggs&Stratton GA1 mustfix, SuperMicro FW, verify",Need to remove checking for License Activation Code on Out of Band Code Updates,closed,2016-07-20,https://github.com/open-power/supermicro-openpower/issues/168,mzipse
"Briggs&Stratton GA1 mustfix, IBM FW, IBM-HST-RAS, Tencent must-fix, verify","RAS: L4 Cache CE , Integrate changes to mss_draminit_training_advanced procedure to SM Code ",closed,2016-07-19,https://github.com/open-power/supermicro-openpower/issues/167,absaikia
"Briggs&Stratton GA1 defer, IBM-ISST, KVM, Linux OS, Ubuntu",rcu_sched self-detected stall on CPU on Ubuntu 14.04.5 guest,open,2016-07-19,https://github.com/open-power/supermicro-openpower/issues/166,haochanh
"Briggs&Stratton GA1 defer, IBM-HST-GP, SuperMicro I/O Adapters",Stratton/Briggs:Ubuntu14.04:Tools/Microcode Files Needed to update Disk Drive Microcode,closed,2016-07-18,https://github.com/open-power/supermicro-openpower/issues/165,ahthai
"Briggs&Stratton GA1 mustfix, SuperMicro FW, verify",RAS :  Not report detail  FRU information in log from 13.1 PLL handling,closed,2016-07-15,https://github.com/open-power/supermicro-openpower/issues/164,kyewonh
"Briggs&Stratton GA1 defer, Linux OS",Interrupts received during disable_irq() will not be queued/replayed after the following enable_irq(),open,2016-07-15,https://github.com/open-power/supermicro-openpower/issues/163,DEADBEEFh
"Briggs&Stratton GA1 mustfix, SuperMicro FW, verify",Possible missing interrupt - need to pull fix from upstream skiboot,open,2016-07-15,https://github.com/open-power/supermicro-openpower/issues/162,DEADBEEFh
"IBM-HST-GP, Linux OS",Stratton:sms3:Install Ubuntu 14.04.5 Failed,closed,2016-07-14,https://github.com/open-power/supermicro-openpower/issues/161,ahthai
"Briggs&Stratton GA1 mustfix, IBM FW, IBM-HST-RAS, verify",RAS: Need information u-boot and how to use the same to recover corrupted BMC FW Image,closed,2016-07-13,https://github.com/open-power/supermicro-openpower/issues/160,absaikia
"IBM-HST-GP, SuperMicro I/O Adapters",Ubuntu 16.04 -- OS failed to boot when Nvme PCIe Solid State Drive Add-in card is in the machine,closed,2016-07-13,https://github.com/open-power/supermicro-openpower/issues/159,dacng
"Briggs&Stratton GA1 mustfix, IBM-HST-GP, Linux OS, Ubuntu, verify",Stratton:sms3:Ubuntu14.04:HGSTGallantFoxNVMe Storage Adapter:System Crashed,closed,2016-07-13,https://github.com/open-power/supermicro-openpower/issues/158,ahthai
"IBM-HST-RAS, SuperMicro FW","RAS: ""Kernel access of bad area"" error on injecting MBA0_MBSECCFIR[19]) Memory UE",closed,2016-07-12,https://github.com/open-power/supermicro-openpower/issues/157,absaikia
"Briggs, Briggs&Stratton GA1 mustfix, Stratton, SuperMicro FW, verify",AOC-MCX456A-ECAT-IB001 driver in Petitboot,closed,2016-07-12,https://github.com/open-power/supermicro-openpower/issues/156,bwmashak
"IBM-HST-GP, SuperMicro I/O Adapters",Stratton:NVMe HBA/Backplane/Drive:Ubuntu14.04:Fell into Mon,closed,2016-07-11,https://github.com/open-power/supermicro-openpower/issues/155,ahthai
"Briggs&Stratton GA1 mustfix, IBM-HST-GP, Linux OS",Ubuntu 14.04.4 - machine keeps looping in smpboot_thread_fn()  -- system becomes unusable,closed,2016-07-11,https://github.com/open-power/supermicro-openpower/issues/154,dacng
"Briggs&Stratton GA1 mustfix, IBM-ISST, Linux OS",Briggs: Ubuntu Guest crashes during stress test on the NVME backplane,closed,2016-07-11,https://github.com/open-power/supermicro-openpower/issues/153,haochanh
"Briggs&Stratton GA1 defer, IBM-HST-GP, SuperMicro I/O Adapters",Supermicro:Tool and Firmware Needed to UPdate Firmware on I/O Adapter Cards,closed,2016-07-11,https://github.com/open-power/supermicro-openpower/issues/152,ahthai
"IBM-HST-GP, Linux OS, verify",Briggs: smb2:Ubuntu14.04:GPU K80:Error Writing to /tmp/htxerr,closed,2016-07-11,https://github.com/open-power/supermicro-openpower/issues/151,ahthai
SuperMicro HW,Cannot plug some USB storage devices into USB sockets,closed,2016-07-11,https://github.com/open-power/supermicro-openpower/issues/150,jk-ozlabs
"IBM-HST-GP, SuperMicro HW",nvme cabling not working as expected.   Need Clarification,closed,2016-07-08,https://github.com/open-power/supermicro-openpower/issues/149,dacng
"IBM I/O Adapters, IBM-HST-GP, Mustfix ASAP, RHEL, SuperMicro I/O Adapters, Ubuntu",petitboot nvme SSD hot swap not working,open,2016-07-07,https://github.com/open-power/supermicro-openpower/issues/148,dacng
"Briggs&Stratton GA1 mustfix, IBM FW",RAS : abnormal result  in 14.2. Continuous L4 Cache CEs,closed,2016-07-06,https://github.com/open-power/supermicro-openpower/issues/147,kyewonh
,RAS : No error occurs in 14.1. L4 Cache CEs and Cacheline Deletes,closed,2016-07-06,https://github.com/open-power/supermicro-openpower/issues/146,kyewonh
"Briggs&Stratton GA1 mustfix, IBM-HST-GP, Linux OS, Ubuntu",Ubuntu 14.04.4 -- Removing raid1 caused machine to crash,closed,2016-07-06,https://github.com/open-power/supermicro-openpower/issues/145,dacng
,"RAS : 13.PLL Error Handling, Error Injection doesn't work.",closed,2016-07-06,https://github.com/open-power/supermicro-openpower/issues/144,kyewonh
"IBM-HST-RAS, SuperMicro FW, verify","RAS: dimm sensor names modified on FW 1.11 , but FRU Description still uses old names",closed,2016-07-05,https://github.com/open-power/supermicro-openpower/issues/143,absaikia
"Briggs&Stratton GA1 defer, IBM-HST-GP, Linux OS, Ubuntu",Briggs: smb2:Ubuntu16.04:MellanoxEN:No Error during Cable Pull,closed,2016-06-29,https://github.com/open-power/supermicro-openpower/issues/142,ahthai
"IBM-HST-RAS, SuperMicro FW, verify",RAS: IPMI sel elist doesn't show any  description for Auto-shutdown SEL . reports it as unknown,closed,2016-06-29,https://github.com/open-power/supermicro-openpower/issues/141,absaikia
"Briggs&Stratton GA1 defer, IBM-HST-RAS, SuperMicro FW, Ubuntu",RAS:PCIe slot number is NOT called out in the OS logs for PCI error injected on the Alpha Data Capi Card,open,2016-06-28,https://github.com/open-power/supermicro-openpower/issues/140,absaikia
"Briggs&Stratton GA1 defer, IBM-HST-RAS, SuperMicro FW, verify",RAS: Wrong WIO riser PCIe slot callout for PCIe fault on 1U system,closed,2016-06-28,https://github.com/open-power/supermicro-openpower/issues/139,absaikia
"IBM-HST-GP, Linux OS, Ubuntu",Briggs:smb2:Ubuntu14.04/HTX397:SMCInternalDisk:Softbootme Hung,closed,2016-06-28,https://github.com/open-power/supermicro-openpower/issues/138,ahthai
"Briggs&Stratton GA1 defer, IBM-HST-GP, IBM-HST-RAS, SuperMicro I/O Adapters",Inconsistant led behavior for  Intel NVME drives --  One drive with solid blue and one drive with blinking blue at petiboot menu and OS's login prompt,closed,2016-06-27,https://github.com/open-power/supermicro-openpower/issues/137,dacng
IBM-HST-GP,Briggs:smb2:Ubuntu14.04:SMCInternalDisk:Softbootme Not Worked.,closed,2016-06-27,https://github.com/open-power/supermicro-openpower/issues/136,ahthai
"Briggs&Stratton GA1 mustfix, IBM-ISST, Linux OS",Ubuntu KVM crashes when starting guest with pci passthrough ,closed,2016-06-26,https://github.com/open-power/supermicro-openpower/issues/135,haochanh
"Briggs&Stratton GA1 mustfix, IBM-HST-RAS, SuperMicro FW, verify",RAS: Current drawn RTC/TOD battery after AC plugged in is more than without AC power,closed,2016-06-24,https://github.com/open-power/supermicro-openpower/issues/134,absaikia
"IBM-HST-RAS, SuperMicro FW, verify","RAS: CPU2 overheating , checkstop kicked in before the auto shutdown, AC cycle required to recover",closed,2016-06-24,https://github.com/open-power/supermicro-openpower/issues/133,absaikia
"IBM-HST-GP, Linux OS",lsblk does not show Nvme drives,closed,2016-06-24,https://github.com/open-power/supermicro-openpower/issues/132,dacng
IBM-HST-RAS,RAS:KC should have a table with mapping of the dimm sensor names called out in SEL to actual Location ,closed,2016-06-24,https://github.com/open-power/supermicro-openpower/issues/131,absaikia
"IBM-HST-RAS, verify",RAS: KC: Issues in Repair Procedure for TOD battery ,closed,2016-06-23,https://github.com/open-power/supermicro-openpower/issues/130,absaikia
"Briggs, Briggs&Stratton GA1 defer, HOT, Stratton, SuperMicro HW",LPC ring - can cause intermittent IPL fail,open,2016-06-23,https://github.com/open-power/supermicro-openpower/issues/129,bwmashak
"IBM-HST-RAS, SuperMicro FW, verify",RAS: Incorrect VBAT sensor reading for TOD battery ,closed,2016-06-23,https://github.com/open-power/supermicro-openpower/issues/128,absaikia
IBM-HST-RAS,"RAS: IPMI commands stopped working after changing default BMC ADMIN password, only way to change back to default is factory reset",closed,2016-06-22,https://github.com/open-power/supermicro-openpower/issues/127,absaikia
"Briggs, Briggs&Stratton GA1 mustfix, Stratton, SuperMicro HW, verify",IBM MTM and IBM SN must be stored electronically in motherboard VPD for IBM branded systems.,closed,2016-06-21,https://github.com/open-power/supermicro-openpower/issues/126,bwmashak
"Briggs&Stratton GA1 mustfix, SuperMicro FW, verify",RAS  :  No failure report during the RAS function test : VPD not updated,closed,2016-06-20,https://github.com/open-power/supermicro-openpower/issues/125,kyewonh
"Briggs&Stratton GA1 defer, IBM-HST-GP, Linux OS, Ubuntu",Ubuntu 14.04.4 --  Qlogic 16Gb FC adapter EEH injection caused kernel panic SIGSEGV,closed,2016-06-20,https://github.com/open-power/supermicro-openpower/issues/124,dacng
"Briggs&Stratton GA1 mustfix, IBM-HST-GP, SuperMicro FW, verify","Changing product name (PN) to ""P8DTU-IBM-2"" does not enable IBM logo on web interface",closed,2016-06-20,https://github.com/open-power/supermicro-openpower/issues/123,wildingj
"Briggs&Stratton GA1 defer, Briggs&Stratton GA2 mustfix, IBM-HST-RAS, SuperMicro FW, verify","RAS:system IPL failure due to DRAM training issues , Keeps hitting hard reset at ISTEP 13.10 , No SEL, eSEL to indicate the root cause",closed,2016-06-17,https://github.com/open-power/supermicro-openpower/issues/122,absaikia
"Briggs&Stratton GA1 mustfix, IBM-HST-RAS, SuperMicro FW, verify",RAS: BMC GUI login promt keeps giving timeout error message,closed,2016-06-16,https://github.com/open-power/supermicro-openpower/issues/121,absaikia
"IBM FW, IBM-HST-RAS, verify",RAS: System Status LED behviour on 2U system is different from what is mentioned in IBM KC or PD Guide,closed,2016-06-16,https://github.com/open-power/supermicro-openpower/issues/120,absaikia
"Briggs&Stratton GA1 mustfix, SuperMicro FW, Ubuntu, verify",Intermittent Ubuntu 16.04 kernel panic SIGTRAP for Tencent configured P8DTU (nvme),closed,2016-06-15,https://github.com/open-power/supermicro-openpower/issues/119,bwmashak
IBM-HST-GP, ibm-powerkvm-3.1.1.0.21.0-ppc64le-beta-binary-20160610114630.iso  failed to install,closed,2016-06-14,https://github.com/open-power/supermicro-openpower/issues/118,dacng
"Briggs, question, Stratton, SuperMicro FW",Firmware update from command line,closed,2016-06-13,https://github.com/open-power/supermicro-openpower/issues/117,laggarcia
"IBM-HST-RAS, SuperMicro FW",RAS: Incorrect SEL callouts and eSEL log for single lane DMI error,closed,2016-06-13,https://github.com/open-power/supermicro-openpower/issues/116,shwjanar
"IBM-HST-RAS, SuperMicro FW, verify",RAS: Single Shot RCD Parity Error Inject does not log any SEL callouts or eSEL logs,closed,2016-06-13,https://github.com/open-power/supermicro-openpower/issues/115,shwjanar
